out_airline_company,in_airline_company,dep_city,arr_city,out_dep_date,out_dep_time,out_duration,out_stop_num,out_arr_date,out_arr_time,in_dep_date,in_dep_time,in_duration,in_stop_num,in_arr_date,in_arr_time,price_ticket,hour_scrap,day_scrap
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 389,83 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 389,83 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 367,16 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 216,71 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 566,43 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 382,80 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 566,43 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 216,71 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 381,72 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 566,43 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 381,39 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 367,16 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 566,43 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 382,80 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 558,44 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 389,83 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 558,44 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 389,83 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 381,39 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 367,16 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 382,68 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 558,44 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 381,39 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 566,43 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 566,43 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 572,66 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,29h 30m,1 stop,Aug 16,8:10 AM,"2 564,67 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 381,39 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 367,16 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,24h 05m,1 stop,Aug 16,3:50 PM,"2 381,84 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,2:40 PM,19h 05m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 236,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 566,43 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,2:40 PM,19h 05m,1 stop,Aug 2,4:45 PM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 558,44 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,2:40 PM,19h 05m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,17h 05m,1 stop,Aug 16,7:35 AM,"2 382,68 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,25h 25m,1 stop,Aug 16,5:10 PM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 564,67 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 566,43 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,11:45 AM,26h 50m,1 stop,Aug 16,7:35 AM,"2 564,67 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:40 AM,19h 50m,1 stop,Aug 15,10:30 PM,"2 566,43 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,11:45 AM,27h 50m,1 stop,Aug 16,8:35 AM,"2 408,45 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 558,44 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 558,44 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,18h 05m,1 stop,Aug 16,8:35 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,2:40 PM,19h 05m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:05 PM,15h 40m,1 stop,Aug 2,4:45 PM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 564,67 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 564,67 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,2:40 PM,19h 05m,1 stop,Aug 2,4:45 PM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,19h 40m,1 stop,Aug 16,10:10 AM,"2 572,66 €",9,18
"Lufthansa, operated by Brussels Airlines",Lufthansa,BRU,HND,Aug 1,9:35 AM,15h 25m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,29h 30m,1 stop,Aug 16,8:10 AM,"2 387,11 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,7:00 AM,19h 50m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 572,66 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,11:20 AM,15h 30m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,28h 55m,1 stop,Aug 16,7:35 AM,"2 408,78 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,10:45 PM,18h 35m,1 stop,Aug 16,10:20 AM,"2 564,67 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:45 PM,26h 30m,1 stop,Aug 3,6:15 AM,Aug 15,9:40 AM,17h 25m,1 stop,Aug 15,8:05 PM,"2 375,00 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,24h 05m,1 stop,Aug 16,3:50 PM,"2 564,67 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,24h 05m,1 stop,Aug 16,3:50 PM,"2 558,44 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 564,67 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,9:30 AM,17h 20m,1 stop,Aug 2,9:50 AM,Aug 15,9:40 AM,29h 30m,1 stop,Aug 16,8:10 AM,"2 558,44 €",9,18
Lufthansa,Lufthansa,BRU,HND,Aug 1,8:50 AM,16h 10m,1 stop,Aug 2,8:00 AM,Aug 15,9:40 AM,29h 30m,1 stop,Aug 16,8:10 AM,"2 566,43 €",9,18
"Lufthansa, operated by Brussels Airlines","Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,6:55 AM,18h 05m,1 stop,Aug 2,8:00 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 558,44 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,8:15 AM,18h 35m,1 stop,Aug 2,9:50 AM,Aug 15,10:45 PM,21h 15m,1 stop,Aug 16,1:00 PM,"2 564,67 €",9,18
Lufthansa,"Lufthansa, operated by All Nippon Airways",BRU,HND,Aug 1,1:15 PM,20h 30m,1 stop,Aug 2,4:45 PM,Aug 15,9:30 PM,21h 55m,1 stop,Aug 16,12:25 PM,"2 558,44 €",9,18
